eps,min_samples,n_clusters,n_noise,noise_frac,n_core,n_border,silhouette,davies_bouldin,calinski_harabasz
0.06102011064988886,2,0,7,1.0,0,0,,,
0.06102011064988886,2,0,7,1.0,0,0,,,
0.06102011064988886,2,0,7,1.0,0,0,,,
0.06102011064988886,3,0,7,1.0,0,0,,,
0.06102011064988886,4,0,7,1.0,0,0,,,
0.06232768444952934,2,0,7,1.0,0,0,,,
0.06232768444952934,2,0,7,1.0,0,0,,,
0.06232768444952934,2,0,7,1.0,0,0,,,
0.06232768444952934,3,0,7,1.0,0,0,,,
0.06232768444952934,4,0,7,1.0,0,0,,,
0.06363525824916981,2,0,7,1.0,0,0,,,
0.06363525824916981,2,0,7,1.0,0,0,,,
0.06363525824916981,2,0,7,1.0,0,0,,,
0.06363525824916981,3,0,7,1.0,0,0,,,
0.06363525824916981,4,0,7,1.0,0,0,,,
0.0649428320488103,2,0,7,1.0,0,0,,,
0.0649428320488103,2,0,7,1.0,0,0,,,
0.0649428320488103,2,0,7,1.0,0,0,,,
0.0649428320488103,3,0,7,1.0,0,0,,,
0.0649428320488103,4,0,7,1.0,0,0,,,
0.06625040584845077,2,0,7,1.0,0,0,,,
0.06625040584845077,2,0,7,1.0,0,0,,,
0.06625040584845077,2,0,7,1.0,0,0,,,
0.06625040584845077,3,0,7,1.0,0,0,,,
0.06625040584845077,4,0,7,1.0,0,0,,,
0.06755797964809124,2,0,7,1.0,0,0,,,
0.06755797964809124,2,0,7,1.0,0,0,,,
0.06755797964809124,2,0,7,1.0,0,0,,,
0.06755797964809124,3,0,7,1.0,0,0,,,
0.06755797964809124,4,0,7,1.0,0,0,,,
0.06886555344773171,2,0,7,1.0,0,0,,,
0.06886555344773171,2,0,7,1.0,0,0,,,
0.06886555344773171,2,0,7,1.0,0,0,,,
0.06886555344773171,3,0,7,1.0,0,0,,,
0.06886555344773171,4,0,7,1.0,0,0,,,
0.0701731272473722,2,0,7,1.0,0,0,,,
0.0701731272473722,2,0,7,1.0,0,0,,,
0.0701731272473722,2,0,7,1.0,0,0,,,
0.0701731272473722,3,0,7,1.0,0,0,,,
0.0701731272473722,4,0,7,1.0,0,0,,,
0.07148070104701267,2,0,7,1.0,0,0,,,
0.07148070104701267,2,0,7,1.0,0,0,,,
0.07148070104701267,2,0,7,1.0,0,0,,,
0.07148070104701267,3,0,7,1.0,0,0,,,
0.07148070104701267,4,0,7,1.0,0,0,,,
0.07278827484665315,2,0,7,1.0,0,0,,,
0.07278827484665315,2,0,7,1.0,0,0,,,
0.07278827484665315,2,0,7,1.0,0,0,,,
0.07278827484665315,3,0,7,1.0,0,0,,,
0.07278827484665315,4,0,7,1.0,0,0,,,
0.07409584864629362,2,0,7,1.0,0,0,,,
0.07409584864629362,2,0,7,1.0,0,0,,,
0.07409584864629362,2,0,7,1.0,0,0,,,
0.07409584864629362,3,0,7,1.0,0,0,,,
0.07409584864629362,4,0,7,1.0,0,0,,,
0.07540342244593409,2,0,7,1.0,0,0,,,
0.07540342244593409,2,0,7,1.0,0,0,,,
0.07540342244593409,2,0,7,1.0,0,0,,,
0.07540342244593409,3,0,7,1.0,0,0,,,
0.07540342244593409,4,0,7,1.0,0,0,,,
0.07671099624557456,2,0,7,1.0,0,0,,,
0.07671099624557456,2,0,7,1.0,0,0,,,
0.07671099624557456,2,0,7,1.0,0,0,,,
0.07671099624557456,3,0,7,1.0,0,0,,,
0.07671099624557456,4,0,7,1.0,0,0,,,
0.07801857004521505,2,0,7,1.0,0,0,,,
0.07801857004521505,2,0,7,1.0,0,0,,,
0.07801857004521505,2,0,7,1.0,0,0,,,
0.07801857004521505,3,0,7,1.0,0,0,,,
0.07801857004521505,4,0,7,1.0,0,0,,,
0.07932614384485552,2,0,7,1.0,0,0,,,
0.07932614384485552,2,0,7,1.0,0,0,,,
0.07932614384485552,2,0,7,1.0,0,0,,,
0.07932614384485552,3,0,7,1.0,0,0,,,
0.07932614384485552,4,0,7,1.0,0,0,,,
0.080633717644496,2,0,7,1.0,0,0,,,
0.080633717644496,2,0,7,1.0,0,0,,,
0.080633717644496,2,0,7,1.0,0,0,,,
0.080633717644496,3,0,7,1.0,0,0,,,
0.080633717644496,4,0,7,1.0,0,0,,,
0.08194129144413648,2,0,7,1.0,0,0,,,
0.08194129144413648,2,0,7,1.0,0,0,,,
0.08194129144413648,2,0,7,1.0,0,0,,,
0.08194129144413648,3,0,7,1.0,0,0,,,
0.08194129144413648,4,0,7,1.0,0,0,,,
0.08324886524377695,2,0,7,1.0,0,0,,,
0.08324886524377695,2,0,7,1.0,0,0,,,
0.08324886524377695,2,0,7,1.0,0,0,,,
0.08324886524377695,3,0,7,1.0,0,0,,,
0.08324886524377695,4,0,7,1.0,0,0,,,
0.08455643904341743,2,0,7,1.0,0,0,,,
0.08455643904341743,2,0,7,1.0,0,0,,,
0.08455643904341743,2,0,7,1.0,0,0,,,
0.08455643904341743,3,0,7,1.0,0,0,,,
0.08455643904341743,4,0,7,1.0,0,0,,,
0.0858640128430579,2,0,7,1.0,0,0,,,
0.0858640128430579,2,0,7,1.0,0,0,,,
0.0858640128430579,2,0,7,1.0,0,0,,,
0.0858640128430579,3,0,7,1.0,0,0,,,
0.0858640128430579,4,0,7,1.0,0,0,,,
0.08717158664269839,2,1,5,0.7142857142857143,2,0,,,
0.08717158664269839,2,1,5,0.7142857142857143,2,0,,,
0.08717158664269839,2,1,5,0.7142857142857143,2,0,,,
0.08717158664269839,3,0,7,1.0,0,0,,,
0.08717158664269839,4,0,7,1.0,0,0,,,
0.08847916044233886,2,1,5,0.7142857142857143,2,0,,,
0.08847916044233886,2,1,5,0.7142857142857143,2,0,,,
0.08847916044233886,2,1,5,0.7142857142857143,2,0,,,
0.08847916044233886,3,0,7,1.0,0,0,,,
0.08847916044233886,4,0,7,1.0,0,0,,,
0.08978673424197933,2,1,5,0.7142857142857143,2,0,,,
0.08978673424197933,2,1,5,0.7142857142857143,2,0,,,
0.08978673424197933,2,1,5,0.7142857142857143,2,0,,,
0.08978673424197933,3,0,7,1.0,0,0,,,
0.08978673424197933,4,0,7,1.0,0,0,,,
0.0910943080416198,2,1,5,0.7142857142857143,2,0,,,
0.0910943080416198,2,1,5,0.7142857142857143,2,0,,,
0.0910943080416198,2,1,5,0.7142857142857143,2,0,,,
0.0910943080416198,3,0,7,1.0,0,0,,,
0.0910943080416198,4,0,7,1.0,0,0,,,
0.09240188184126027,2,1,5,0.7142857142857143,2,0,,,
0.09240188184126027,2,1,5,0.7142857142857143,2,0,,,
0.09240188184126027,2,1,5,0.7142857142857143,2,0,,,
0.09240188184126027,3,0,7,1.0,0,0,,,
0.09240188184126027,4,0,7,1.0,0,0,,,
0.09370945564090076,2,1,5,0.7142857142857143,2,0,,,
0.09370945564090076,2,1,5,0.7142857142857143,2,0,,,
0.09370945564090076,2,1,5,0.7142857142857143,2,0,,,
0.09370945564090076,3,0,7,1.0,0,0,,,
0.09370945564090076,4,0,7,1.0,0,0,,,
0.09501702944054125,2,1,5,0.7142857142857143,2,0,,,
0.09501702944054125,2,1,5,0.7142857142857143,2,0,,,
0.09501702944054125,2,1,5,0.7142857142857143,2,0,,,
0.09501702944054125,3,0,7,1.0,0,0,,,
0.09501702944054125,4,0,7,1.0,0,0,,,
