Ground_Truth,KNN,SVM_Linear,SVM_Gaussian,Gaussian_PC,Decision_Tree_C,Random_Forest_C,MLPC,Ada_Boost_C,Gaussian_NB,Gradient_BC,SGDC
0,0.004876136779785156,0.010641813278198242,0.0015711784362792969,0.030931949615478516,0.0005052089691162109,0.09493899345397949,0.0641016960144043,0.024611949920654297,0.000537872314453125,0.2560849189758301,0.0019741058349609375
