eps,min_samples,n_clusters,n_noise,noise_frac,n_core,n_border,silhouette,davies_bouldin,calinski_harabasz
0.27311440272025045,2,1,5,0.45454545454545453,6,0,,,
0.27311440272025045,2,1,5,0.45454545454545453,6,0,,,
0.27311440272025045,2,1,5,0.45454545454545453,6,0,,,
0.27311440272025045,3,1,5,0.45454545454545453,6,0,,,
0.27311440272025045,4,1,5,0.45454545454545453,6,0,,,
0.278966854207113,2,1,5,0.45454545454545453,6,0,,,
0.278966854207113,2,1,5,0.45454545454545453,6,0,,,
0.278966854207113,2,1,5,0.45454545454545453,6,0,,,
0.278966854207113,3,1,5,0.45454545454545453,6,0,,,
0.278966854207113,4,1,5,0.45454545454545453,6,0,,,
0.28481930569397546,2,1,5,0.45454545454545453,6,0,,,
0.28481930569397546,2,1,5,0.45454545454545453,6,0,,,
0.28481930569397546,2,1,5,0.45454545454545453,6,0,,,
0.28481930569397546,3,1,5,0.45454545454545453,6,0,,,
0.28481930569397546,4,1,5,0.45454545454545453,6,0,,,
0.290671757180838,2,1,5,0.45454545454545453,6,0,,,
0.290671757180838,2,1,5,0.45454545454545453,6,0,,,
0.290671757180838,2,1,5,0.45454545454545453,6,0,,,
0.290671757180838,3,1,5,0.45454545454545453,6,0,,,
0.290671757180838,4,1,5,0.45454545454545453,6,0,,,
0.2965242086677005,2,1,5,0.45454545454545453,6,0,,,
0.2965242086677005,2,1,5,0.45454545454545453,6,0,,,
0.2965242086677005,2,1,5,0.45454545454545453,6,0,,,
0.2965242086677005,3,1,5,0.45454545454545453,6,0,,,
0.2965242086677005,4,1,5,0.45454545454545453,6,0,,,
0.302376660154563,2,2,3,0.2727272727272727,8,0,0.7155786966285287,0.3747004902846924,34.49650416863294
0.302376660154563,2,2,3,0.2727272727272727,8,0,0.7155786966285287,0.3747004902846924,34.49650416863294
0.302376660154563,2,2,3,0.2727272727272727,8,0,0.7155786966285287,0.3747004902846924,34.49650416863294
0.302376660154563,3,1,5,0.45454545454545453,6,0,,,
0.302376660154563,4,1,5,0.45454545454545453,6,0,,,
0.3082291116414255,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3082291116414255,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3082291116414255,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3082291116414255,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3082291116414255,4,1,5,0.45454545454545453,6,0,,,
0.31408156312828805,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31408156312828805,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31408156312828805,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31408156312828805,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31408156312828805,4,1,5,0.45454545454545453,6,0,,,
0.31993401461515053,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31993401461515053,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31993401461515053,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31993401461515053,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
0.31993401461515053,4,1,5,0.45454545454545453,6,0,,,
0.32578646610201306,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.32578646610201306,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.32578646610201306,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.32578646610201306,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
0.32578646610201306,4,1,5,0.45454545454545453,6,0,,,
0.33163891758887554,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33163891758887554,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33163891758887554,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33163891758887554,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33163891758887554,4,1,5,0.45454545454545453,6,0,,,
0.33749136907573807,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33749136907573807,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33749136907573807,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33749136907573807,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
0.33749136907573807,4,1,5,0.45454545454545453,6,0,,,
0.3433438205626006,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3433438205626006,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3433438205626006,2,2,2,0.18181818181818182,9,0,0.6965152620007989,0.3745137940991078,35.8524197548575
0.3433438205626006,3,2,2,0.18181818181818182,7,2,0.6965152620007989,0.3745137940991078,35.8524197548575
